accident_id,timestamp,latitude,longitude,severity,casualties,vehicles_involved,weather_condition,road_condition,light_condition
ACC-000721,2025-01-12T08:59:28.726207,41.92117098217259,-87.73448649236663,5,2,4,Clear,Dry,Daylight
ACC-000722,2023-04-25T06:14:05.726207,41.950134129234456,-87.72576787436005,1,0,3,Clear,Dry,Daylight
ACC-000723,2023-10-06T07:15:45.726207,41.834338728315934,-87.5209883945693,2,1,4,Rain,Dry,Daylight
ACC-000724,2023-08-15T20:03:52.726207,41.920559619001345,-87.6517319385913,3,0,2,Fog,Dry,Dark
ACC-000725,2024-03-10T23:43:14.726207,41.92252950867638,-87.73796052456129,4,3,1,Clear,Dry,Dark
ACC-000726,2024-05-25T13:09:19.726207,41.92308985457861,-87.73567005524536,2,1,1,Clear,Dry,Daylight
ACC-000727,2023-06-08T11:44:56.726207,41.79468680729108,-87.67790036501323,3,2,1,Clear,Dry,Daylight
ACC-000728,2023-12-27T16:01:49.726207,41.84437608170441,-87.7368343617991,2,0,2,Rain,Dry,Daylight
ACC-000729,2024-10-25T08:15:36.726207,41.892771619075006,-87.70642285029808,4,1,2,Clear,Dry,Daylight
ACC-000730,2025-03-30T22:23:03.726207,41.79289632433628,-87.61391166822146,4,1,1,Cloudy,Wet,Dark
ACC-000731,2024-01-02T06:14:51.726207,41.81825917372847,-87.71079796389702,3,1,3,Clear,Dry,Daylight
ACC-000732,2023-11-25T03:59:59.726207,41.88217612654371,-87.60032941032027,5,0,4,Clear,Dry,Dark
ACC-000733,2024-01-14T07:47:23.726207,41.89219328061322,-87.53140208380941,2,1,1,Clear,Dry,Daylight
ACC-000734,2023-05-18T15:29:13.726207,41.88371226565749,-87.63074998808428,4,2,1,Clear,Dry,Daylight
ACC-000735,2024-08-30T11:07:01.726207,41.91791181137794,-87.71149083372796,5,1,3,Rain,Dry,Daylight
ACC-000736,2024-12-29T08:45:19.726207,41.864662744062564,-87.68471499721065,4,3,3,Clear,Dry,Daylight
ACC-000737,2023-11-07T01:35:11.726207,41.889840849051176,-87.6100736679682,4,3,3,Clear,Dry,Dark
ACC-000738,2025-03-13T00:41:39.726207,41.84295700780844,-87.55884456962752,2,0,1,Clear,Snow,Dark
ACC-000739,2023-07-22T03:44:32.726207,41.95081722649374,-87.72900268900773,5,2,2,Clear,Dry,Dark
ACC-000740,2024-02-01T04:17:33.726207,41.928869097654776,-87.51841084988033,4,2,2,Cloudy,Dry,Dark
ACC-000741,2024-07-03T12:13:08.726207,41.8462263716565,-87.5785683475024,1,0,3,Clear,Wet,Daylight
ACC-000742,2023-07-01T14:22:51.726207,41.8040627973385,-87.62046274263517,1,0,1,Clear,Dry,Daylight
ACC-000743,2023-09-01T07:46:34.726207,41.81914086582198,-87.69980271815169,2,1,3,Clear,Wet,Daylight
ACC-000744,2025-03-10T00:21:29.726207,41.813739496109505,-87.66889699885768,5,2,2,Rain,Dry,Dark
ACC-000745,2024-07-13T00:29:23.726207,41.96315832439709,-87.61093702144792,5,4,4,Clear,Dry,Dark
ACC-000746,2024-03-05T00:36:20.726207,41.94939449715119,-87.56662625617658,3,2,3,Clear,Slush,Dark
ACC-000747,2023-10-16T19:01:52.726207,41.788416502970954,-87.6526965799788,4,0,2,Fog,Dry,Dark
ACC-000748,2024-09-10T21:37:05.726207,41.85902371753317,-87.61309080088856,3,1,1,Clear,Dry,Dark
ACC-000749,2024-01-03T12:37:16.726207,41.92227427609483,-87.56039909209312,3,0,4,Clear,Dry,Daylight
ACC-000750,2024-06-10T23:10:13.726207,41.81405464179061,-87.65582038519342,5,4,1,Clear,Dry,Dark
ACC-000751,2024-09-09T20:10:09.726207,41.94274682741718,-87.66356730911873,4,1,1,Rain,Wet,Dark
ACC-000752,2024-08-24T06:24:18.726207,41.9150129397297,-87.59483558534508,4,0,4,Clear,Wet,Daylight
ACC-000753,2024-12-26T15:57:08.726207,41.813696002425544,-87.51708009819741,2,1,3,Clear,Dry,Daylight
ACC-000754,2025-03-09T19:43:24.726207,41.836395424013766,-87.59399551712185,5,4,2,Fog,Dry,Dark
ACC-000755,2023-10-07T21:42:09.726207,41.89441756521341,-87.53710339478147,3,0,1,Clear,Dry,Dark
ACC-000756,2025-04-12T19:43:19.726207,41.8143138865728,-87.56460843101316,3,2,4,Rain,Dry,Dark
ACC-000757,2024-05-29T14:11:07.726207,41.89632970752702,-87.74447127851577,4,2,3,Clear,Dry,Daylight
ACC-000758,2024-09-27T01:29:24.726207,41.9316455574228,-87.62616649007141,3,1,1,Rain,Dry,Dark
ACC-000759,2024-11-15T09:15:34.726207,41.91650405567711,-87.61646415568768,2,1,1,Clear,Dry,Daylight
ACC-000760,2024-09-15T23:25:11.726207,41.845130861158935,-87.53691316400247,5,3,1,Clear,Wet,Dark
ACC-000761,2025-01-19T06:31:20.726207,41.93888192435808,-87.6498014494712,4,0,3,Snow,Dry,Daylight
ACC-000762,2024-06-30T20:10:25.726207,41.88194598925665,-87.65803494091477,5,1,4,Clear,Dry,Dark
ACC-000763,2024-02-02T20:29:04.726207,41.963783667568066,-87.6044352653345,2,0,1,Clear,Dry,Dark
ACC-000764,2024-02-10T03:53:15.726207,41.922240723515834,-87.64970859431327,5,3,1,Clear,Ice,Dark
ACC-000765,2025-01-21T23:40:55.726207,41.888084706416144,-87.59411056965759,4,0,3,Rain,Dry,Dark
ACC-000766,2024-11-20T15:34:36.726207,41.80651562829219,-87.70223251255548,5,2,1,Rain,Dry,Daylight
ACC-000767,2024-09-28T20:07:41.726207,41.8325580816398,-87.51833943890415,4,3,4,Clear,Dry,Dark
ACC-000768,2024-05-22T02:39:17.726207,41.813910785785254,-87.58576081677407,4,2,2,Clear,Dry,Dark
ACC-000769,2023-11-05T23:51:38.726207,41.93639151666246,-87.6752802199667,4,0,4,Rain,Dry,Dark
ACC-000770,2024-01-31T05:43:29.726207,41.951145018860444,-87.61619813973768,2,0,4,Cloudy,Dry,Dark
ACC-000771,2023-08-15T05:39:12.726207,41.95022429814051,-87.70637486208528,5,1,3,Fog,Dry,Dark
ACC-000772,2023-09-21T23:26:27.726207,41.809800917964516,-87.57843547355365,2,1,2,Clear,Dry,Dark
ACC-000773,2024-03-19T02:40:11.726207,41.80042579112721,-87.58089798020458,3,2,3,Snow,Dry,Dark
ACC-000774,2023-12-30T20:27:17.726207,41.85442450381665,-87.72617990295946,4,2,2,Clear,Dry,Dark
ACC-000775,2024-09-14T14:23:42.726207,41.85355062554055,-87.66343824431658,1,0,1,Clear,Dry,Daylight
ACC-000776,2024-10-26T04:38:58.726207,41.83931463280365,-87.5920128097069,4,3,3,Rain,Dry,Dark
ACC-000777,2023-06-13T01:32:43.726207,41.87116685789574,-87.62745810826767,2,1,4,Clear,Snow,Dark
ACC-000778,2025-04-03T15:07:12.726207,41.85027603462124,-87.70956716486147,5,2,2,Clear,Dry,Daylight
ACC-000779,2024-04-26T22:25:26.726207,41.951885277068094,-87.60886891723635,2,0,3,Clear,Dry,Dark
ACC-000780,2023-05-10T13:10:53.726207,41.807281566338794,-87.733011407693,2,1,3,Clear,Dry,Daylight
ACC-000781,2023-11-19T18:36:05.726207,41.95154522176959,-87.6380801020314,4,0,3,Clear,Dry,Daylight
ACC-000782,2023-06-22T02:53:56.726207,41.9391008340046,-87.73916545640719,2,0,2,Clear,Dry,Dark
ACC-000783,2025-02-02T14:13:40.726207,41.878450687856585,-87.7377107114087,1,0,3,Clear,Wet,Daylight
ACC-000784,2023-11-08T22:46:23.726207,41.88143854581274,-87.57756275956123,4,1,4,Snow,Dry,Dark
ACC-000785,2023-11-23T20:11:48.726207,41.9633775226607,-87.72484425609998,2,1,2,Clear,Dry,Dark
ACC-000786,2023-11-25T04:40:27.726207,41.79235025405605,-87.61521938533996,5,2,4,Clear,Dry,Dark
ACC-000787,2023-10-09T08:12:37.726207,41.95447233066051,-87.73888469188356,5,4,1,Rain,Dry,Daylight
ACC-000788,2024-11-23T11:36:15.726207,41.81182742471532,-87.6788205426646,3,1,3,Clear,Dry,Daylight
ACC-000789,2024-06-28T04:23:26.726207,41.91404248528639,-87.69481191926356,4,1,4,Clear,Dry,Dark
ACC-000790,2024-12-21T09:49:52.726207,41.885245673120046,-87.64074991368254,2,1,1,Rain,Dry,Daylight
ACC-000791,2024-10-28T15:40:24.726207,41.91768208416142,-87.66973675380389,3,1,3,Clear,Dry,Daylight
ACC-000792,2023-06-06T16:13:13.726207,41.958282308800676,-87.71968169029088,1,0,1,Clear,Dry,Daylight
ACC-000793,2024-07-24T20:48:18.726207,41.90916257173458,-87.5914379651057,5,3,1,Clear,Dry,Dark
ACC-000794,2023-11-12T21:06:22.726207,41.85436179607089,-87.59678508371748,5,3,1,Clear,Dry,Dark
ACC-000795,2024-10-09T07:36:46.726207,41.92038194746899,-87.52470479396573,4,3,1,Cloudy,Dry,Daylight
ACC-000796,2025-03-19T19:16:24.726207,41.9616796373586,-87.69402119808788,3,2,4,Clear,Dry,Dark
ACC-000797,2024-05-04T01:21:58.726207,41.88335664273507,-87.68503381904274,4,1,4,Rain,Dry,Dark
ACC-000798,2025-04-05T21:05:41.726207,41.845728913554474,-87.60768346600292,5,2,3,Clear,Dry,Dark
ACC-000799,2024-08-10T17:53:18.726207,41.91675054904318,-87.65036361510683,5,0,1,Snow,Wet,Daylight
ACC-000800,2025-01-05T03:03:41.726207,41.907609608072185,-87.50920670388817,4,3,4,Fog,Dry,Dark
ACC-000801,2023-09-12T09:35:28.726207,41.85708192167867,-87.63016484665677,1,0,2,Clear,Snow,Daylight
ACC-000802,2024-01-02T19:37:59.726207,41.957428705484816,-87.70402706145735,3,0,2,Clear,Dry,Dark
ACC-000803,2024-01-26T09:32:34.726207,41.95370090322117,-87.63916315947635,2,1,2,Clear,Snow,Daylight
ACC-000804,2023-12-26T20:05:43.726207,41.81039931201647,-87.60059294898983,3,2,3,Clear,Dry,Dark
ACC-000805,2023-04-26T02:37:55.726207,41.82514177839,-87.51526700223181,5,4,1,Rain,Wet,Dark
ACC-000806,2024-12-31T03:52:22.726207,41.894065741033685,-87.68304481613245,4,1,2,Rain,Dry,Dark
ACC-000807,2023-11-15T04:53:04.726207,41.80567394686341,-87.55728647863924,2,1,2,Unknown,Dry,Dark
ACC-000808,2023-11-02T10:09:30.726207,41.84996811615694,-87.62751389372234,2,0,2,Rain,Dry,Daylight
ACC-000809,2024-07-17T12:04:30.726207,41.83191188652784,-87.58069309302587,2,1,1,Rain,Dry,Daylight
ACC-000810,2025-01-29T15:58:24.726207,41.964859595147736,-87.62273652106845,4,2,3,Clear,Dry,Daylight
ACC-000811,2024-11-17T07:52:51.726207,41.934586815687126,-87.53646892677057,2,1,4,Rain,Dry,Daylight
ACC-000812,2023-11-19T06:19:58.726207,41.952633129998304,-87.67569565661557,5,3,1,Clear,Dry,Daylight
ACC-000813,2023-08-07T17:18:34.726207,41.83590796720169,-87.56758927006223,3,1,2,Rain,Dry,Daylight
ACC-000814,2023-08-09T23:16:22.726207,41.886311333061265,-87.61054215476058,3,1,2,Clear,Dry,Dark
ACC-000815,2024-05-11T11:52:59.726207,41.88177692861678,-87.51493913704653,4,1,2,Clear,Slush,Daylight
ACC-000816,2024-11-28T10:47:59.726207,41.90196476905501,-87.63961946904463,4,2,3,Clear,Wet,Daylight
ACC-000817,2024-02-17T18:01:23.726207,41.87163391356028,-87.52296155086722,2,0,4,Cloudy,Dry,Daylight
ACC-000818,2023-08-10T15:01:46.726207,41.79169510950389,-87.65197342842175,3,2,4,Cloudy,Dry,Daylight
ACC-000819,2023-11-15T11:20:22.726207,41.934252211183924,-87.70834814910985,4,3,3,Snow,Dry,Daylight
ACC-000820,2023-11-08T21:14:32.726207,41.92008958437544,-87.64401065157467,5,2,4,Clear,Wet,Dark
ACC-000821,2024-04-07T02:47:44.726207,41.87027814968814,-87.51058569595867,2,1,2,Cloudy,Dry,Dark
ACC-000822,2023-05-30T18:33:57.726207,41.92001853322918,-87.70840353745092,1,0,3,Clear,Dry,Daylight
ACC-000823,2023-09-18T16:12:09.726207,41.86643835423752,-87.53560935223332,1,0,3,Clear,Dry,Daylight
ACC-000824,2025-03-11T05:28:01.726207,41.91906117204831,-87.53959496632822,4,0,2,Clear,Dry,Dark
ACC-000825,2023-12-31T13:31:00.726207,41.871395767875356,-87.54498468652177,3,0,1,Rain,Dry,Daylight
ACC-000826,2025-01-12T00:39:57.726207,41.814810678844324,-87.64228403026273,5,0,2,Rain,Dry,Dark
ACC-000827,2024-09-10T12:28:10.726207,41.92481158902466,-87.57320917467996,5,0,3,Clear,Dry,Daylight
ACC-000828,2024-07-22T19:51:45.726207,41.84634371354044,-87.74188610215526,5,1,4,Clear,Wet,Dark
ACC-000829,2023-10-03T12:20:04.726207,41.949968683799575,-87.60453337966399,3,0,1,Clear,Wet,Daylight
ACC-000830,2023-10-12T14:51:33.726207,41.92020080042026,-87.72023475915387,2,1,1,Clear,Wet,Daylight
ACC-000831,2025-02-15T00:38:11.726207,41.82608621012323,-87.59941612845735,2,0,1,Clear,Dry,Dark
ACC-000832,2024-01-01T08:34:15.726207,41.87810840746079,-87.64142921061631,4,1,2,Unknown,Dry,Daylight
ACC-000833,2024-11-24T08:57:11.726207,41.90998302122,-87.62777421718702,3,1,2,Clear,Wet,Daylight
ACC-000834,2024-11-24T22:47:57.726207,41.79636750980177,-87.65228132128269,3,0,1,Unknown,Wet,Dark
ACC-000835,2023-05-21T17:39:47.726207,41.9009197499528,-87.6652401480974,2,1,1,Rain,Dry,Daylight
ACC-000836,2024-10-18T01:23:36.726207,41.951454589038114,-87.57464263738885,5,4,2,Clear,Dry,Dark
ACC-000837,2023-11-14T08:19:09.726207,41.799532645053965,-87.66256691289593,4,0,1,Clear,Dry,Daylight
ACC-000838,2025-01-02T21:22:47.726207,41.89240790727302,-87.71464990862283,5,1,1,Clear,Snow,Dark
ACC-000839,2024-12-17T03:05:59.726207,41.81546821381337,-87.61418402302009,3,1,1,Clear,Dry,Dark
ACC-000840,2024-10-23T17:42:13.726207,41.80912090026912,-87.5889320364169,5,1,3,Clear,Dry,Daylight
ACC-000841,2024-04-30T01:15:13.726207,41.86563675353837,-87.74671736949244,3,0,3,Clear,Dry,Dark
ACC-000842,2024-12-29T21:48:39.726207,41.858495912471156,-87.60141561698934,3,2,1,Cloudy,Dry,Dark
ACC-000843,2023-12-31T03:23:04.726207,41.92118427147615,-87.70010805620804,2,1,3,Clear,Dry,Dark
ACC-000844,2024-07-15T21:08:08.726207,41.88847379443316,-87.5855715845265,3,1,4,Cloudy,Dry,Dark
ACC-000845,2023-05-17T18:32:20.726207,41.80021741654143,-87.67128159250083,1,0,4,Clear,Dry,Daylight
ACC-000846,2023-08-21T18:18:49.726207,41.96616814701354,-87.72522409079974,4,2,3,Rain,Dry,Daylight
ACC-000847,2023-08-18T08:38:20.726207,41.81405556472339,-87.5533382192282,2,0,4,Clear,Wet,Daylight
ACC-000848,2024-01-28T14:15:17.726207,41.897338057874954,-87.6295816612984,5,0,2,Clear,Dry,Daylight
ACC-000849,2024-06-09T13:46:55.726207,41.883672377049116,-87.58967083261064,2,1,3,Clear,Dry,Daylight
ACC-000850,2024-03-22T21:10:01.726207,41.88362495254217,-87.5471638807659,5,3,4,Fog,Unknown,Dark
ACC-000851,2024-01-01T18:43:05.726207,41.96623700671356,-87.68857013268843,1,0,3,Clear,Dry,Daylight
ACC-000852,2024-11-12T02:04:25.726207,41.854645963349334,-87.65356949414871,2,0,2,Clear,Dry,Dark
ACC-000853,2023-07-17T05:44:02.726207,41.90218951617951,-87.73743120765427,4,0,2,Clear,Dry,Dark
ACC-000854,2024-06-20T01:31:23.726207,41.86814821715593,-87.51316757086703,3,1,2,Snow,Wet,Dark
ACC-000855,2025-03-22T18:19:54.726207,41.8779419355246,-87.72074945180438,3,1,3,Clear,Dry,Daylight
ACC-000856,2025-01-03T21:42:47.726207,41.92006794535107,-87.67430744051958,3,0,2,Rain,Ice,Dark
ACC-000857,2024-03-28T18:47:59.726207,41.87259497443144,-87.57422541529505,2,1,4,Clear,Dry,Daylight
ACC-000858,2024-07-10T08:27:27.726207,41.86473162071992,-87.63784612166192,1,0,1,Clear,Dry,Daylight
ACC-000859,2023-05-31T01:44:06.726207,41.91362702046776,-87.64141974895311,3,2,4,Clear,Wet,Dark
ACC-000860,2023-08-25T01:18:40.726207,41.942975226378834,-87.53891569184219,4,0,3,Rain,Dry,Dark
ACC-000861,2023-10-27T09:29:15.726207,41.89337917655164,-87.72854616714898,3,2,2,Rain,Dry,Daylight
ACC-000862,2024-03-29T16:31:09.726207,41.86793213576565,-87.55808440651928,2,0,1,Clear,Dry,Daylight
ACC-000863,2024-02-18T11:13:23.726207,41.898646336626,-87.69882339364807,4,2,1,Clear,Dry,Daylight
ACC-000864,2023-05-23T14:28:18.726207,41.844520762770074,-87.66694972458743,5,0,1,Clear,Dry,Daylight
ACC-000865,2024-05-26T20:48:11.726207,41.88838651574062,-87.62438162446507,3,1,3,Clear,Dry,Dark
ACC-000866,2024-03-20T15:28:35.726207,41.946804245122934,-87.67133511624428,1,0,3,Clear,Unknown,Daylight
ACC-000867,2024-06-01T21:16:01.726207,41.872849261735766,-87.68637938546357,5,1,3,Snow,Dry,Dark
ACC-000868,2023-07-21T17:36:42.726207,41.84824407538817,-87.51920109302088,1,0,3,Clear,Dry,Daylight
ACC-000869,2024-03-30T11:41:05.726207,41.81329615725307,-87.55963989812508,2,1,2,Clear,Dry,Daylight
ACC-000870,2023-08-05T22:22:52.726207,41.837709832027855,-87.68107497257131,4,3,2,Clear,Dry,Dark
ACC-000871,2023-10-25T06:59:48.726207,41.91190836904932,-87.65874783230961,2,1,4,Rain,Wet,Daylight
ACC-000872,2023-06-15T21:51:26.726207,41.9022887746757,-87.68922668420653,4,0,3,Snow,Slush,Dark
ACC-000873,2024-12-23T16:24:28.726207,41.84972588550735,-87.5362413818157,2,1,1,Clear,Wet,Daylight
ACC-000874,2024-12-07T12:27:57.726207,41.86007533428111,-87.5902208609822,2,1,3,Clear,Dry,Daylight
ACC-000875,2024-12-19T12:34:59.726207,41.90883962442617,-87.59371649012942,2,0,1,Rain,Dry,Daylight
ACC-000876,2023-04-26T08:53:37.726207,41.91846501897114,-87.54293979064428,5,3,2,Rain,Dry,Daylight
ACC-000877,2024-04-27T19:17:12.726207,41.79361637841822,-87.51792546178217,3,1,1,Rain,Dry,Dark
ACC-000878,2024-09-24T18:01:05.726207,41.81356038051183,-87.61631474685916,5,1,2,Clear,Dry,Daylight
ACC-000879,2024-02-03T18:08:06.726207,41.83114923784508,-87.53016184581838,1,0,3,Clear,Dry,Daylight
ACC-000880,2024-07-27T15:48:09.726207,41.93474643508335,-87.7006240789456,2,1,3,Clear,Dry,Daylight
ACC-000881,2024-02-10T22:22:38.726207,41.92765610703884,-87.59797571407537,4,0,2,Rain,Dry,Dark
ACC-000882,2023-08-31T06:52:27.726207,41.90941326758178,-87.67989559048526,5,4,1,Clear,Dry,Daylight
ACC-000883,2024-03-13T03:38:23.726207,41.921986945623516,-87.5480584388731,4,2,3,Clear,Dry,Dark
ACC-000884,2024-01-03T05:44:24.726207,41.806430703386305,-87.71754496912241,5,3,3,Clear,Dry,Dark
ACC-000885,2023-12-31T12:54:47.726207,41.94316624959909,-87.54893925382373,5,2,2,Clear,Dry,Daylight
ACC-000886,2024-07-10T14:09:35.726207,41.817760899880675,-87.54411554545442,4,1,3,Rain,Dry,Daylight
ACC-000887,2025-01-14T15:20:02.726207,41.87332176684607,-87.64943222749172,4,1,3,Unknown,Dry,Daylight
ACC-000888,2024-11-12T07:09:32.726207,41.79772778265281,-87.6568959600766,4,2,4,Snow,Dry,Daylight
ACC-000889,2024-12-01T17:48:01.726207,41.88999756317328,-87.6283372963473,3,1,2,Cloudy,Ice,Daylight
ACC-000890,2024-02-10T11:32:23.726207,41.86603908708875,-87.5202467221784,4,2,4,Clear,Dry,Daylight
ACC-000891,2023-09-05T08:00:48.726207,41.93658413954469,-87.62220518311376,2,0,2,Clear,Dry,Daylight
ACC-000892,2024-06-03T13:36:36.726207,41.841951673132165,-87.51904067545966,5,4,3,Clear,Dry,Daylight
ACC-000893,2023-04-21T08:18:26.726207,41.845723229216595,-87.66684295362049,3,1,3,Clear,Dry,Daylight
ACC-000894,2023-11-23T22:28:51.726207,41.96141093027527,-87.72871838261605,3,1,1,Clear,Dry,Dark
ACC-000895,2024-10-08T02:44:58.726207,41.87796765538827,-87.55364748297877,5,1,3,Clear,Dry,Dark
ACC-000896,2024-03-12T01:18:01.726207,41.9415090018935,-87.64562540596084,5,1,3,Rain,Ice,Dark
ACC-000897,2023-07-02T23:45:33.726207,41.85453498889872,-87.5201427688861,5,2,2,Cloudy,Dry,Dark
ACC-000898,2024-01-23T20:24:36.726207,41.822651253527575,-87.68612577086414,2,0,3,Clear,Dry,Dark
ACC-000899,2024-03-27T12:39:04.726207,41.84248103321105,-87.64377881924908,5,0,3,Rain,Ice,Daylight
ACC-000900,2024-08-12T15:49:09.726207,41.86411373184641,-87.57307608724167,2,1,1,Fog,Dry,Daylight
ACC-000901,2023-09-25T17:39:22.726207,41.819152471320265,-87.57928455507852,4,1,4,Clear,Wet,Daylight
ACC-000902,2024-03-22T17:05:39.726207,41.930175999954635,-87.71702471373587,3,1,2,Clear,Snow,Daylight
ACC-000903,2024-07-09T09:19:29.726207,41.837271786399896,-87.6053722523034,4,3,2,Clear,Unknown,Daylight
ACC-000904,2023-09-30T18:22:18.726207,41.94832458771969,-87.62270334532872,4,0,4,Rain,Wet,Daylight
ACC-000905,2024-01-26T07:51:48.726207,41.88913828387589,-87.64995674981876,4,0,3,Clear,Dry,Daylight
ACC-000906,2024-04-25T10:34:20.726207,41.859829293214865,-87.62597248680794,2,0,1,Cloudy,Slush,Daylight
ACC-000907,2024-04-16T22:07:22.726207,41.87956050187072,-87.62588574897606,3,1,3,Clear,Dry,Dark
ACC-000908,2024-02-22T03:51:45.726207,41.86460312903074,-87.59409920681713,5,2,3,Clear,Dry,Dark
ACC-000909,2024-03-23T18:33:27.726207,41.93222302235897,-87.64152850193065,5,1,3,Clear,Dry,Daylight
ACC-000910,2025-02-18T13:46:04.726207,41.85113550274666,-87.75038332597273,1,0,3,Clear,Slush,Daylight
ACC-000911,2024-05-28T21:52:25.726207,41.94828443808464,-87.62070285115836,5,2,3,Fog,Dry,Dark
ACC-000912,2024-12-14T16:28:23.726207,41.83955266360264,-87.73577257989511,1,0,3,Clear,Dry,Daylight
ACC-000913,2024-11-08T14:03:18.726207,41.83833337856833,-87.74843559297521,2,0,3,Clear,Slush,Daylight
ACC-000914,2024-02-02T06:12:50.726207,41.87715859983683,-87.74796324482855,2,1,2,Fog,Dry,Daylight
ACC-000915,2024-08-16T01:04:29.726207,41.93003880535739,-87.51093023895893,5,0,4,Clear,Dry,Dark
ACC-000916,2024-02-11T08:53:18.726207,41.918646745817796,-87.5689622763008,1,0,3,Clear,Dry,Daylight
ACC-000917,2024-02-13T01:45:07.726207,41.9197507944705,-87.5504008119024,3,2,4,Unknown,Dry,Dark
ACC-000918,2024-08-03T23:32:02.726207,41.843762031606495,-87.57228342364533,4,0,2,Clear,Dry,Dark
ACC-000919,2023-04-26T03:48:08.726207,41.79149616071159,-87.66405291045783,5,1,2,Clear,Wet,Dark
ACC-000920,2023-08-01T13:22:50.726207,41.84696694959568,-87.71814484015341,4,1,1,Clear,Dry,Daylight
ACC-000921,2023-09-29T17:52:24.726207,41.862528276102545,-87.62917230197516,2,1,4,Snow,Dry,Daylight
ACC-000922,2023-06-17T02:44:45.726207,41.826900204095416,-87.7203488163204,2,0,4,Clear,Dry,Dark
ACC-000923,2024-06-10T10:07:45.726207,41.943884532966365,-87.69343519386507,3,2,3,Unknown,Dry,Daylight
ACC-000924,2024-04-10T18:10:18.726207,41.899545993338904,-87.54163377963656,5,1,4,Fog,Dry,Daylight
ACC-000925,2025-01-02T00:01:34.726207,41.89757002198886,-87.57808985633379,5,3,4,Clear,Ice,Dark
ACC-000926,2024-06-28T00:56:43.726207,41.922089190798104,-87.60422964576804,4,3,3,Rain,Dry,Dark
ACC-000927,2023-09-07T03:17:24.726207,41.93601883095519,-87.71013176983773,5,4,4,Clear,Snow,Dark
ACC-000928,2023-09-12T14:19:34.726207,41.93153867212843,-87.56478558351121,1,0,4,Clear,Dry,Daylight
ACC-000929,2023-08-12T04:19:35.726207,41.82609717758421,-87.68628036519192,5,1,3,Rain,Snow,Dark
ACC-000930,2025-04-01T22:05:27.726207,41.90507033095342,-87.52479411979787,5,3,4,Clear,Wet,Dark
ACC-000931,2024-05-16T01:13:41.726207,41.90593419786371,-87.55466086329086,2,0,3,Clear,Dry,Dark
ACC-000932,2024-02-28T17:35:09.726207,41.8998119659253,-87.74274523132155,3,2,4,Clear,Dry,Daylight
ACC-000933,2023-10-20T09:08:21.726207,41.93972603201699,-87.57630973932142,2,0,2,Clear,Dry,Daylight
ACC-000934,2024-06-27T01:53:50.726207,41.885989240643255,-87.50914124762006,4,2,2,Clear,Dry,Dark
ACC-000935,2023-12-22T15:36:24.726207,41.8853451806304,-87.74248777103176,2,0,1,Clear,Dry,Daylight
ACC-000936,2023-05-15T20:22:22.726207,41.80483234421956,-87.51472209435907,3,1,1,Cloudy,Wet,Dark
ACC-000937,2024-04-09T01:40:49.726207,41.79385529797335,-87.67800415811675,2,1,3,Cloudy,Dry,Dark
ACC-000938,2023-05-23T03:42:12.726207,41.84099088043779,-87.63295265498887,5,1,4,Clear,Dry,Dark
ACC-000939,2023-06-22T09:21:42.726207,41.82602580916877,-87.68961201171375,2,0,2,Clear,Dry,Daylight
ACC-000940,2024-12-14T16:15:41.726207,41.912724386794984,-87.67090351773709,3,0,2,Clear,Dry,Daylight
ACC-000941,2024-11-14T02:00:22.726207,41.83854148084112,-87.64212513571644,3,2,2,Clear,Ice,Dark
ACC-000942,2023-08-26T17:20:55.726207,41.83761677240085,-87.54036619207601,5,2,2,Clear,Dry,Daylight
